高端^大气^上档次,1051,30,0.972248,0.027752
要说^最^满意,872,2,0.997712,0.002288
外观^时尚^大气,751,1,0.998670,0.001330
油耗^比较^低,749,5,0.993369,0.006631
 ^ ^空间,713,46,0.939394,0.060606
性价比^比较^高,710,11,0.984743,0.015257
无^钥匙^启动,710,235,0.751323,0.248677
外观^ ^ ,676,11,0.983988,0.016012
性价比^高^！,653,3,0.995427,0.004573
 ^ ^外观,627,23,0.964615,0.035385
越^看越^喜欢,586,15,0.975042,0.024958
安全^配置^高,582,1,0.998285,0.001715
外观^大气^ ,574,0,1.000000,0.000000
外观^漂亮^ ,550,2,0.996377,0.003623
油耗^低^ ,532,3,0.994393,0.005607
外观^很大^气,523,2,0.996190,0.003810
不错^ ^ ,494,27,0.948177,0.051823
空间^ ^ ,487,68,0.877477,0.122523
座椅^包裹^性,483,148,0.765452,0.234548
隔音^效果^好,468,17,0.964948,0.035052
科技^感^十足,464,14,0.970711,0.029289
操控^性能^好,460,2,0.995671,0.004329
后^排放^倒,457,133,0.774576,0.225424
 ^油耗^低,449,3,0.993363,0.006637
性价比^高^ ,444,1,0.997753,0.002247
 ^空间^ ,442,20,0.956710,0.043290
空间^真的^很大,433,1,0.997696,0.002304
 ^ ^动力,432,140,0.755245,0.244755
 ^外观^ ,429,4,0.990762,0.009238
外观^漂亮^大气,421,2,0.995272,0.004728
乘坐^空间^宽敞,419,5,0.988208,0.011792
 ^性价比^高,408,0,1.000000,0.000000
外观^大气^上档次,404,0,1.000000,0.000000
好^ ^ ,395,130,0.752381,0.247619
适合^年轻人^开,395,15,0.963415,0.036585
四轮^独立^悬挂,394,7,0.982544,0.017456
外观^大气^漂亮,384,1,0.997403,0.002597
油耗^低^！,372,3,0.992000,0.008000
超车^无^压力,361,12,0.967828,0.032172
 ^内饰^ ,357,28,0.927273,0.072727
 ^动力^ ,331,46,0.877984,0.122016
听^不到^发动机,321,33,0.906780,0.093220
外观^大气^时尚,317,0,1.000000,0.000000
内饰^做工^精细,314,9,0.972136,0.027864
后排^坐^三个,313,118,0.726218,0.273782
全系^标配^ESP,313,40,0.886686,0.113314
大气^ ^ ,309,3,0.990385,0.009615
迈^锐^宝,303,118,0.719715,0.280285
漂亮^ ^ ,303,3,0.990196,0.009804
外观^ ^内饰,302,6,0.980519,0.019481
 ^油耗^ ,293,79,0.787634,0.212366
配置^比较^高,291,4,0.986441,0.013559
外观^最^满意,287,0,1.000000,0.000000
后^独立^悬挂,286,65,0.814815,0.185185
前^脸^霸气,286,2,0.993056,0.006944
发动机^声音^小,284,7,0.975945,0.024055
再也^不用^担心,284,14,0.953020,0.046980
空间^最^满意,283,0,1.000000,0.000000
外观^比较^时尚,281,0,1.000000,0.000000
越^看越^好看,280,4,0.985915,0.014085
外观^比较^大气,279,1,0.996429,0.003571
无^框^车门,279,25,0.917763,0.082237
隔音^效果^不错,278,11,0.961938,0.038062
安全^配置^齐全,271,2,0.992674,0.007326
360^度^全景,265,54,0.830721,0.169279
！^外观^！,265,4,0.985130,0.014870
储物^空间^充足,263,7,0.974074,0.025926
后排^空间^很大,261,4,0.984906,0.015094
外观^时尚^ ,260,0,1.000000,0.000000
 ^ ^配置,256,75,0.773414,0.226586
地球^梦^发动机,255,31,0.891608,0.108392
外观^漂亮^！,255,0,1.000000,0.000000
空间^很大^ ,252,3,0.988235,0.011765
外观^高端^大气,243,3,0.987805,0.012195
配置^比较^丰富,238,2,0.991667,0.008333
ESP^车身^稳定,237,92,0.720365,0.279635
前^脸^大气,235,10,0.959184,0.040816
外观^好看^ ,234,2,0.991525,0.008475
 ^ ^性价比,230,12,0.950413,0.049587
外观^！^外观,230,4,0.982906,0.017094
配置^高^ ,228,1,0.995633,0.004367
外观^时尚^动感,225,0,1.000000,0.000000
LED^日间^行,224,46,0.829630,0.170370
动力^ ^ ,224,75,0.749164,0.250836
安全^配置^丰富,221,1,0.995495,0.004505
最^满意^外观,220,0,1.000000,0.000000
 ^ ^操控,220,11,0.952381,0.047619
走^烂^路,219,723,0.232484,0.767516
！^空间^！,218,15,0.935622,0.064378
主动^安全^配置,216,39,0.847059,0.152941
涡轮^增压^发动机,215,77,0.736301,0.263699
外观^时尚^漂亮,213,0,1.000000,0.000000
安全^性能^高,213,5,0.977064,0.022936
人生^第一辆^车,212,74,0.741259,0.258741
 ^外观^大气,212,0,1.000000,0.000000
油耗^最^满意,210,0,1.000000,0.000000
外观^年轻^时尚,205,0,1.000000,0.000000
性价比^挺^高,204,9,0.957746,0.042254
外观^比较^好看,203,0,1.000000,0.000000
 ^操控^ ,203,3,0.985437,0.014563
后备箱^空间^很大,203,8,0.962085,0.037915
 ^外观^漂亮,199,3,0.985149,0.014851
外观^大气^！,199,1,0.995000,0.005000
行驶^过程^中,198,467,0.297744,0.702256
赞^一个^！,196,17,0.920188,0.079812
 ^全景^天窗,196,11,0.946860,0.053140
跑^高速^很稳,195,1,0.994898,0.005102
 ^配置^高,194,0,1.000000,0.000000
全景^天窗^ ,192,32,0.857143,0.142857
前^脸^设计,191,44,0.812766,0.187234
内饰^做工^不错,190,6,0.969388,0.030612
比较^适合^年轻人,190,0,1.000000,0.000000
内饰^做工^精致,186,3,0.984127,0.015873
静音^效果^好,185,9,0.953608,0.046392
好看^ ^ ,183,46,0.799127,0.200873
动力^强劲^ ,183,0,1.000000,0.000000
 ^大气^ ,180,1,0.994475,0.005525
 ^省油^ ,179,1,0.994444,0.005556
安全^性能^好,179,2,0.988950,0.011050
省油^ ^ ,178,4,0.978022,0.021978
配置^高^！,176,4,0.977778,0.022222
首^保^后,175,471,0.270898,0.729102
发动机^噪音^小,174,3,0.983051,0.016949
空间^比较^宽敞,174,3,0.983051,0.016949
内饰^简洁^大方,173,1,0.994253,0.005747
涡轮^介入^后,173,49,0.779279,0.220721
包裹^性^好,169,4,0.976879,0.023121
好好^	^好好,169,0,1.000000,0.000000
	^好好^	,168,0,1.000000,0.000000
说到^最^满意,165,1,0.993976,0.006024
方向盘^指向^精准,165,1,0.993976,0.006024
17^寸^轮毂,165,63,0.723684,0.276316
外观^大气^稳重,164,0,1.000000,0.000000
内饰^ ^ ,162,60,0.729730,0.270270
360^全景^影像,162,40,0.801980,0.198020
外观^比较^漂亮,162,0,1.000000,0.000000
外观^ ^空间,162,0,1.000000,0.000000
空间^！^空间,160,16,0.909091,0.090909
级别^车型^中,160,18,0.898876,0.101124
外观^时尚^大方,160,0,1.000000,0.000000
 ^前^脸,159,19,0.893258,0.106742
内饰^科技^感,156,16,0.906977,0.093023
安全^配置^比较,155,2,0.987261,0.012739
外观^ ^动力,154,0,1.000000,0.000000
动力^强劲^！,154,1,0.993548,0.006452
操控^性能^不错,151,3,0.980519,0.019481
空间^ ^外观,151,3,0.980519,0.019481
保养^费用^低,151,4,0.974194,0.025806
 ^外观^时尚,150,0,1.000000,0.000000
转向^辅助^灯,148,26,0.850575,0.149425
发动机^声音^很小,147,7,0.954545,0.045455
18^寸^大脚,147,16,0.901840,0.098160
！^性价比^高,145,0,1.000000,0.000000
车^最^满意,145,1,0.993151,0.006849
这车^最^满意,144,0,1.000000,0.000000
油耗^相当^满意,144,2,0.986301,0.013699
 ^配置^ ,144,19,0.883436,0.116564
推背^感^十足,143,10,0.934641,0.065359
操控性^比较^好,143,1,0.993056,0.006944
说^最^满意,142,3,0.979310,0.020690
 ^最^满意,142,0,1.000000,0.000000
最^满意^应该,142,0,1.000000,0.000000
最^满意^一点,141,1,0.992958,0.007042
！^最^满意,140,0,1.000000,0.000000
操控^比较^好,139,2,0.985816,0.014184
回头率^挺^高,139,1,0.992857,0.007143
静音^效果^不错,138,2,0.985714,0.014286
！^油耗^低,138,1,0.992806,0.007194
 ^内饰^做工,137,55,0.713542,0.286458
怠^速^时,136,456,0.229730,0.770270
！^全景^天窗,136,4,0.971429,0.028571
外观^ ^外观,135,0,1.000000,0.000000
创驰^蓝天^技术,135,5,0.964286,0.035714
10^万^以内,134,21,0.864516,0.135484
18^寸^轮毂,133,50,0.726776,0.273224
非^承载^式,133,4,0.970803,0.029197
前^脸^好看,132,6,0.956522,0.043478
夏天^开^空调,132,573,0.187234,0.812766
排放^倒^后,132,39,0.771930,0.228070
感觉^挺^好,132,42,0.758621,0.241379
动力^家用^足够,131,7,0.949275,0.050725
？^？^？,131,1146,0.102584,0.897416
T^涡轮^增压,129,24,0.843137,0.156863
 ^动力^强劲,127,2,0.984496,0.015504
内饰^做工^好,127,3,0.976923,0.023077
马丁^前^脸,127,2,0.984496,0.015504
底盘^够^高,126,1,0.992126,0.007874
配置^比较^齐全,126,0,1.000000,0.000000
被动^安全^配置,125,11,0.919118,0.080882
全景^天窗^！,125,22,0.850340,0.149660
满意^！^！,125,41,0.753012,0.246988
双^离合^变速箱,124,344,0.264957,0.735043
空间^很大^！,124,1,0.992000,0.008000
空间^ ^油耗,124,2,0.984127,0.015873
不到^发动机^声音,124,10,0.925373,0.074627
连杆^独立^悬挂,123,18,0.872340,0.127660
 ^配置^丰富,123,0,1.000000,0.000000
最^满意^空间,122,0,1.000000,0.000000
回头率^高^！,121,0,1.000000,0.000000
包裹^性^不错,121,9,0.930769,0.069231
性价比^超高^！,120,3,0.975610,0.024390
 ^无^钥匙,119,19,0.862319,0.137681
坐^四个^人,119,37,0.762821,0.237179
最^满意^！,119,1,0.991667,0.008333
最^满意^的的,119,1,0.991667,0.008333
外观^动感^时尚,118,0,1.000000,0.000000
动力^完全^够用,118,5,0.959350,0.040650
！^外观^大气,118,0,1.000000,0.000000
完全^无^压力,117,4,0.966942,0.033058
1.5^T^动力,117,39,0.750000,0.250000
属于^耐看^型,116,13,0.899225,0.100775
最^满意^肯定,116,0,1.000000,0.000000
外观^颜值^高,115,1,0.991379,0.008621
动力^足^ ,115,2,0.982906,0.017094
操控^好^ ,114,0,1.000000,0.000000
后视镜^电动^调节,113,30,0.790210,0.209790
！^动力^！,113,28,0.801418,0.198582
配置^丰富^！,112,0,1.000000,0.000000
外形^ ^ ,112,1,0.991150,0.008850
外观^挺^好看,111,0,1.000000,0.000000
配置^丰富^ ,111,0,1.000000,0.000000
！^省油^！,111,0,1.000000,0.000000
水平^对置^发动机,110,6,0.948276,0.051724
妈妈^再也^不用,110,10,0.916667,0.083333
喜欢^ ^ ,110,24,0.820896,0.179104
17^寸^大脚,110,6,0.948276,0.051724
操控^ ^ ,110,2,0.982143,0.017857
听^不到^声音,110,40,0.733333,0.266667
觉得^最^满意,109,0,1.000000,0.000000
车^小^好,108,1,0.990826,0.009174
高速^比较^稳,108,4,0.964286,0.035714
颜值^高^！,108,0,1.000000,0.000000
油耗^真心^低,107,0,1.000000,0.000000
爱^全景^天窗,107,1,0.990741,0.009259
越^看越^耐看,107,3,0.972727,0.027273
外观^外观^外观,107,2,0.981651,0.018349
舒适^ ^ ,107,9,0.922414,0.077586
 ^操控^好,106,0,1.000000,0.000000
不错^！^！,106,6,0.946429,0.053571
动力^不错^ ,105,0,1.000000,0.000000
承载^式^车身,105,8,0.929204,0.070796
 ^外观^好看,105,0,1.000000,0.000000
外观^漂亮^时尚,105,0,1.000000,0.000000
性价比^相当^高,105,1,0.990566,0.009434
车子^外观^大气,105,0,1.000000,0.000000
大气^上档次^！,104,1,0.990476,0.009524
坐^三个^大人,104,44,0.702703,0.297297
前^脸^比较,103,23,0.817460,0.182540
坐^三个^成年人,103,38,0.730496,0.269504
空间^不错^ ,103,0,1.000000,0.000000
配置^挺^高,103,7,0.936364,0.063636
 ^ ^外形,103,1,0.990385,0.009615
大气^ ^空间,103,0,1.000000,0.000000
配置^ ^ ,102,37,0.733813,0.266187
 ^空间^很大,102,0,1.000000,0.000000
1.4^T^动力,102,9,0.918919,0.081081
外形^漂亮^ ,102,0,1.000000,0.000000
时尚^ ^ ,102,1,0.990291,0.009709
空间^家用^足够,102,2,0.980769,0.019231
外观^挺^漂亮,101,2,0.980583,0.019417
动力^好^ ,101,1,0.990196,0.009804
2.0^T^动力,101,15,0.870690,0.129310
2.0^T^发动机,100,36,0.735294,0.264706
油耗^不算^高,99,4,0.961165,0.038835
外观^不错^ ,98,0,1.000000,0.000000
买^这辆^车,98,31,0.759690,0.240310
蒙^丢^丢,98,17,0.852174,0.147826
发动机^怠^速,98,276,0.262032,0.737968
空间^ ^动力,98,2,0.980000,0.020000
车身^线条^流畅,98,0,1.000000,0.000000
前^脸^造型,96,20,0.827586,0.172414
外观^稳重^大气,96,0,1.000000,0.000000
外观^沉稳^大气,96,0,1.000000,0.000000
后排^坐^四个,96,5,0.950495,0.049505
好^开^！,96,4,0.960000,0.040000
油耗^符合^预期,96,2,0.979592,0.020408
乘坐^比较^舒适,96,1,0.989691,0.010309
自动^启停^功能,96,234,0.290909,0.709091
全系^标配^esp,95,9,0.913462,0.086538
车身^稳定^控制,95,28,0.772358,0.227642
式^前^脸,95,0,1.000000,0.000000
外观^比较^耐看,95,0,1.000000,0.000000
后排^空间^宽敞,95,2,0.979381,0.020619
 ^空间^够,95,0,1.000000,0.000000
 ^动力^足,95,1,0.989583,0.010417
电子^助力^方向盘,95,12,0.887850,0.112150
度^全景^影像,95,21,0.818966,0.181034
前^脸^ ,94,9,0.912621,0.087379
20^万^以内,94,5,0.949495,0.050505
发动机^动力^强劲,94,3,0.969072,0.030928
非^承载^车身,94,5,0.949495,0.050505
空间^宽敞^舒适,94,0,1.000000,0.000000
肌肉^感^十足,94,1,0.989474,0.010526
电子^助力^转向,94,32,0.746032,0.253968
无^压力^！,93,3,0.968750,0.031250
底盘^比较^高,93,5,0.948980,0.051020
动力^不错^！,92,2,0.978723,0.021277
喜欢^前^脸,92,7,0.929293,0.070707
动力^充沛^ ,92,0,1.000000,0.000000
回头率^相当^高,92,0,1.000000,0.000000
颜值^高^ ,92,0,1.000000,0.000000
无^顿挫^感,92,8,0.920000,0.080000
内饰^做工^精良,92,1,0.989247,0.010753
内饰^用料^厚道,92,0,1.000000,0.000000
后排^空间^够,91,3,0.968085,0.031915
最^满意^油耗,91,0,1.000000,0.000000
1.6^T^动力,91,16,0.850467,0.149533
外观^霸气^ ,90,0,1.000000,0.000000
嘻嘻^嘻嘻^嘻嘻,90,0,1.000000,0.000000
底盘^比较^扎实,90,1,0.989011,0.010989
 ^舒适^ ,90,1,0.989011,0.010989
方向^指向^精准,89,2,0.978022,0.021978
赞^！^！,89,3,0.967391,0.032609
 ^底盘^高,89,4,0.956989,0.043011
回头率^比较^高,88,0,1.000000,0.000000
坐^五个^人,88,24,0.785714,0.214286
侧^倾^小,88,5,0.946237,0.053763
最^吸引^人,88,0,1.000000,0.000000
 ^ ^省油,88,1,0.988764,0.011236
空间^宽敞^ ,88,0,1.000000,0.000000
底盘^高^ ,88,4,0.956522,0.043478
性能^比较^好,88,1,0.988764,0.011236
动力^ ^外观,87,0,1.000000,0.000000
买^这款^车,87,36,0.707317,0.292683
动力^够用^ ,87,2,0.977528,0.022472
辨识^度^高,87,0,1.000000,0.000000
外观^好看^！,87,1,0.988636,0.011364
外观^内饰^漂亮,87,0,1.000000,0.000000
比较^好^！,87,15,0.852941,0.147059
外观^比较^喜欢,86,1,0.988506,0.011494
 ^回头率^高,86,0,1.000000,0.000000
够^拉^风,86,2,0.977273,0.022727
舒适性^比较^好,86,2,0.977273,0.022727
动力^强^ ,85,1,0.988372,0.011628
性价比^太^高,85,8,0.913978,0.086022
内部^乘坐^空间,85,6,0.934066,0.065934
推背^感^强烈,85,2,0.977011,0.022989
提速^表现^优秀,85,1,0.988372,0.011628
呵呵^呵呵^呵呵,85,6,0.934066,0.065934
感觉^最^满意,84,0,1.000000,0.000000
拉^风^！,84,0,1.000000,0.000000
外观^越^看越,84,3,0.965517,0.034483
！^配置^高,84,0,1.000000,0.000000
动力^充沛^！,83,1,0.988095,0.011905
 ^外形^ ,83,0,1.000000,0.000000
动力^ ^操控,83,3,0.965116,0.034884
操控^好^！,83,0,1.000000,0.000000
乘坐^空间^很大,82,2,0.976190,0.023810
 ^动力^够用,82,4,0.953488,0.046512
后排^空间^不错,82,1,0.987952,0.012048
合资^车^里面,82,1,0.987952,0.012048
车子^外观^漂亮,82,0,1.000000,0.000000
制^动力^分配,82,8,0.911111,0.088889
外观^！^！,82,2,0.976190,0.023810
运动^模式^下,82,21,0.796117,0.203883
 ^一键^启动,82,15,0.845361,0.154639
动力^输出^强劲,81,4,0.952941,0.047059
显示^平均^油耗,81,34,0.704348,0.295652
适合^家庭^用车,81,1,0.987805,0.012195
值得^拥有^！,80,9,0.898876,0.101124
 ^乘坐^舒适,80,1,0.987654,0.012346
外观^真的^很漂亮,80,0,1.000000,0.000000
油耗^表现^不错,80,4,0.952381,0.047619
性^比较^好,80,2,0.975610,0.024390
！^外观^漂亮,80,1,0.987654,0.012346
主^被动^安全,79,5,0.940476,0.059524
前^脸^漂亮,79,1,0.987500,0.012500
空间^ ^空间,79,19,0.806122,0.193878
外观^时尚^！,79,0,1.000000,0.000000
空间^够^宽敞,79,1,0.987500,0.012500
